ID;Word ;Lemma;Pos;Extra;Features;Headposition;Relation;;EverythingElse
1111;/;/;PUNCT;_;_;_;_;_;@as1991m-words#@as1991m#143.536#143.594
1112;потому;потому;ADV;_;Degree=Pos;_;_;_;@as1991m-words#@as1991m#143.594#143.652
1113;что;что;SCONJ;_;_;_;_;_;@as1991m-words#@as1991m#143.652#143.71
1114;мы;мы;PRON;_;Case=Nom|Number=Plur|Person=1;_;_;_;@as1991m-words#@as1991m#143.71#143.768
1115;уже;уже;ADV;_;Degree=Pos;_;_;_;@as1991m-words#@as1991m#143.768#143.826
1116;знаем;знать;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@as1991m-words#@as1991m#143.826#143.884
1117;всех;весь;DET;_;Case=Acc|Number=Plur;_;_;_;@as1991m-words#@as1991m#143.884#143.942
1118;персонажей;персонаж;NOUN;_;Animacy=Anim|Case=Acc|Gender=Masc|Number=Plur;_;_;_;@as1991m-words#@as1991m#143.942#144.0
1119;/;/;PUNCT;_;_;_;_;_;@as1991m-words#@as1991m#144.0#144.058
1120;всю;весь;DET;_;Case=Acc|Gender=Fem|Number=Sing;_;_;_;@as1991m-words#@as1991m#144.058#144.116
1121;ситуацию;ситуация;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;_;_;_;@as1991m-words#@as1991m#144.116#144.174
1122;/;/;PUNCT;_;_;_;_;_;@as1991m-words#@as1991m#144.174#144.232
1123;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@as1991m-words#@as1991m#144.232#144.29
1124;уже;уже;ADV;_;Degree=Pos;_;_;_;@as1991m-words#@as1991m#144.29#144.348
1125;будет;быть;AUX;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@as1991m-words#@as1991m#144.348#144.406
1126;не;не;PART;_;_;_;_;_;@as1991m-words#@as1991m#144.406#144.464
1127;импровизация;импровизация;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;_;_;_;@as1991m-words#@as1991m#144.464#144.522
1128;/;/;PUNCT;_;_;_;_;_;@as1991m-words#@as1991m#144.522#144.58
1129;вот;вот;PART;_;_;_;_;_;@as1991m-words#@as1991m#144.58#144.65
1130;поэтому;поэтому;ADV;_;Degree=Pos;_;_;_;@as1991m-words#@as1991m#149.24#149.561
1131;если;если;SCONJ;_;_;_;_;_;@as1991m-words#@as1991m#149.561#149.882
1132;какая-то;какой-то;DET;_;Case=Nom|Gender=Fem|Number=Sing;_;_;_;@as1991m-words#@as1991m#149.882#150.203
1133;импровизация;импровизация;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;_;_;_;@as1991m-words#@as1991m#150.203#150.524
1134;не;не;PART;_;_;_;_;_;@as1991m-words#@as1991m#150.524#150.845
1135;получилась;получиться;VERB;_;Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid;_;_;_;@as1991m-words#@as1991m#150.845#151.166
1136;/;/;PUNCT;_;_;_;_;_;@as1991m-words#@as1991m#151.166#151.49
1137;она;она;PRON;_;Case=Nom|Gender=Fem|Number=Sing|Person=3;_;_;_;@as1991m-words#@as1991m#151.5#151.765
1138;просто;просто;PART;_;_;_;_;_;@as1991m-words#@as1991m#151.765#152.03
1139;не;не;PART;_;_;_;_;_;@as1991m-words#@as1991m#152.03#152.295
1140;попадает;попадать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@as1991m-words#@as1991m#152.295#152.56
1141;в;в;ADP;_;_;_;_;_;@as1991m-words#@as1991m#152.56#152.825
1142;эфир;эфир;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;_;_;_;@as1991m-words#@as1991m#152.825#153.09
1143;но;но;CCONJ;_;_;_;_;_;@as1991m-words#@as1991m#153.17#153.436
1144;таких;такой;DET;_;Case=Gen|Number=Plur;_;_;_;@as1991m-words#@as1991m#153.436#153.702
1145;импровизаций;импровизация;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur;_;_;_;@as1991m-words#@as1991m#153.702#153.968
1146;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;_;_;_;@as1991m-words#@as1991m#153.968#154.234
1147;не;не;PART;_;_;_;_;_;@as1991m-words#@as1991m#154.234#154.5
1148;знаю;знать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@as1991m-words#@as1991m#154.5#154.766
1149;/;/;PUNCT;_;_;_;_;_;@as1991m-words#@as1991m#154.766#155.032
1150;штук;штука;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;_;_;_;@as1991m-words#@as1991m#155.032#155.3
1151;ну;ну;INTJ;_;_;_;_;_;@as1991m-words#@as1991m#155.56#156.028
1152;штуки;штука;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur;_;_;_;@as1991m-words#@as1991m#156.028#156.496
1153;четыре;четыре;NUM;_;Animacy=Inan|Case=Acc;_;_;_;@as1991m-words#@as1991m#156.496#156.964
1154;может;мочь;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@as1991m-words#@as1991m#156.964#157.432
1155;быть;быть;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@as1991m-words#@as1991m#157.432#157.9
1156;штук;штука;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;_;_;_;@as1991m-words#@as1991m#159.22#159.407
1157;пять;пять;NUM;_;Case=Acc;_;_;_;@as1991m-words#@as1991m#159.407#159.594
1158;/;/;PUNCT;_;_;_;_;_;@as1991m-words#@as1991m#159.594#159.781
1159;да;да;PART;_;_;_;_;_;@as1991m-words#@as1991m#159.781#159.97
1160;[нрзб];[нрзб];;_;_;_;_;_;@as1991m-words#@as1991m#167.0#167.59
1161;да-да;да;PART;_;;_;_;_;@as1991m-words#@as1991m#190.85#191.145
1162;/;/;PUNCT;_;_;_;_;_;@as1991m-words#@as1991m#191.145#191.44
1163;в;в;ADP;_;_;_;_;_;@as1991m-words#@as1991m#191.44#191.735
1164;этом;это;PRON;_;Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing;_;_;_;@as1991m-words#@as1991m#191.735#192.03
1165;никакой;никакой;DET;_;Case=Gen|Gender=Fem|Number=Sing;_;_;_;@as1991m-words#@as1991m#192.325#192.62
1166;эпичности;эпичность;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing;_;_;_;@as1991m-words#@as1991m#192.62#192.915
1167;нет;нет;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@as1991m-words#@as1991m#192.915#193.21
1168;давайте;давать;VERB;_;Aspect=Imp|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act;_;_;_;@as1991m-words#@as1991m#195.01#195.375
1169;что-то;что-то;PRON;_;Case=Nom;_;_;_;@as1991m-words#@as1991m#195.375#195.74
1170;другое;другой;PRON;_;Case=Nom|Degree=Pos|Gender=Neut|Number=Sing;_;_;_;@as1991m-words#@as1991m#195.74#196.105
1171;/;/;PUNCT;_;_;_;_;_;@as1991m-words#@as1991m#196.105#196.47
1172;может;мочь;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@as1991m-words#@as1991m#196.47#196.835
1173;быть;быть;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@as1991m-words#@as1991m#196.835#197.2
1174;да;да;CCONJ;_;_;_;_;_;@as1991m-words#@as1991m#210.14#210.314
1175;и;и;PART;_;_;_;_;_;@as1991m-words#@as1991m#210.314#210.488
1176;мы;мы;PRON;_;Case=Nom|Number=Plur|Person=1;_;_;_;@as1991m-words#@as1991m#210.488#210.662
1177;все;весь;DET;_;Case=Nom|Number=Plur;_;_;_;@as1991m-words#@as1991m#210.662#210.836
1178;понимаем;понимать;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@as1991m-words#@as1991m#210.836#211.01
1179;нет;нет;PART;_;;_;_;_;@as1991m-words#@as1991m#232.48#233.28
1180;нет;нет;PART;_;_;_;_;_;@as1991m-words#@as1991m#255.79#256.39
1181;ну;ну;INTJ;_;_;_;_;_;@as1991m-words#@as1991m#262.33#262.613
1182;/;/;PUNCT;_;_;_;_;_;@as1991m-words#@as1991m#262.613#262.896
1183;мы;мы;PRON;_;Case=Nom|Number=Plur|Person=1;_;_;_;@as1991m-words#@as1991m#262.896#263.179
1184;не;не;PART;_;_;_;_;_;@as1991m-words#@as1991m#263.179#263.462
1185;можем;мочь;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@as1991m-words#@as1991m#263.462#263.745
1186;/;/;PUNCT;_;_;_;_;_;@as1991m-words#@as1991m#263.745#264.028
1187;этого;это;PRON;_;Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing;_;_;_;@as1991m-words#@as1991m#264.028#264.311
1188;говорить;говорить;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@as1991m-words#@as1991m#264.311#264.6
1189;но;но;CCONJ;_;_;_;_;_;@as1991m-words#@as1991m#265.21#266.4
1190;ммм;мм;INTJ;_;;_;_;_;@as1991m-words#@as1991m#266.99#267.226
1191;/;/;PUNCT;_;_;_;_;_;@as1991m-words#@as1991m#267.226#267.462
1192;насколько;насколько;ADV;_;Degree=Pos;_;_;_;@as1991m-words#@as1991m#267.462#267.698
1193;она;она;PRON;_;Case=Nom|Gender=Fem|Number=Sing|Person=3;_;_;_;@as1991m-words#@as1991m#267.698#267.934
1194;больше;больше;ADV;_;Degree=Cmp;_;_;_;@as1991m-words#@as1991m#267.934#268.17
1195;?;?;PUNCT;_;_;_;_;_;@as1991m-words#@as1991m#268.17#268.41
1196;ааа;аа;INTJ;_;;_;_;_;@as1991m-words#@as1991m#271.37#271.606
1197;/;/;PUNCT;_;_;_;_;_;@as1991m-words#@as1991m#271.606#271.842
1198;тогда;тогда;ADV;_;Degree=Pos;_;_;_;@as1991m-words#@as1991m#271.842#272.08
1199;да;да;PART;_;_;_;_;_;@as1991m-words#@as1991m#291.31#291.62
1200;да;да;PART;_;_;_;_;_;@as1991m-words#@as1991m#293.42#294.3
1201;так;так;ADV;_;Degree=Pos;_;_;_;@as1991m-words#@as1991m#303.21#303.408
1202;/;/;PUNCT;_;_;_;_;_;@as1991m-words#@as1991m#303.408#303.606
1203;ну;ну;INTJ;_;_;_;_;_;@as1991m-words#@as1991m#303.606#303.804
1204;много;много;ADV;_;Degree=Pos;_;_;_;@as1991m-words#@as1991m#303.804#304.002
1205;лет;год;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur;_;_;_;@as1991m-words#@as1991m#304.002#304.2
1206;/;/;PUNCT;_;_;_;_;_;@as1991m-words#@as1991m#304.2#304.398
1207;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@as1991m-words#@as1991m#304.398#304.596
1208;сколько;сколько;PRON;_;_;_;_;_;@as1991m-words#@as1991m#304.596#304.794
1209;?;?;PUNCT;_;_;_;_;_;@as1991m-words#@as1991m#304.794#305.0
1210;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;_;_;_;@as1991m-words#@as1991m#309.0#309.332
1211;наверное;наверное;ADV;_;Degree=Pos;_;_;_;@as1991m-words#@as1991m#309.332#309.664
1212;тогда;тогда;ADV;_;Degree=Pos;_;_;_;@as1991m-words#@as1991m#309.664#309.996
1213;лет;год;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur;_;_;_;@as1991m-words#@as1991m#309.996#310.328
1214;семь;семь;NUM;_;Case=Acc;_;_;_;@as1991m-words#@as1991m#310.328#310.66
1215;даже;даже;PART;_;_;_;_;_;@as1991m-words#@as1991m#310.88#311.405
1216;меньше;меньше;ADV;_;Degree=Cmp;_;_;_;@as1991m-words#@as1991m#311.405#311.93
